"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"650.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"370.000",5781,64,2,1,2,1,"condominio mob","rua antonio julio dos santos, 580 . morumbi",2015,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"BUTANTA",-23.6086622,-46.7270201,0
"543.606",5845,93,2,1,3,1,"condominio surprise ","avenida duquesa de goias, 849 . morumbi",1978,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"BUTANTA",-23.615256,-46.7019406,0
"400.000",8888,45,1,1,1,1,"condominio flat service morumby","rua ministro nelson hungria, 600 . morumbi",1983,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,"BUTANTA",-23.6124889,-46.7035588,0
"517.000",6628,78,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",5217,230,4,1,5,6,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.290.000",10.573,122,2,1,3,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.400.000",8235,170,4,1,5,3,"condominio terracos das hortensias","rua barao de campos gerais, 632 . morumbi",2002,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"BUTANTA",-23.6098814,-46.7076856,0
"2.100.000",19.09,110,3,1,5,3,"condominio delight","rua carlos lima morel, 110 . morumbi",2005,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,"BUTANTA",-23.5855555,-46.7170863,0
"2.692.450",8685,310,6,1,6,5,"condominio belvedere siena e luca","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",12,100,1,1,2,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"280.000",5600,50,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"670.000",8375,80,3,0,2,1,"condominio ilhas gregas","rua engenheiro affonso bauer, 199 . morumbi",1988,2,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,"BUTANTA",-23.5892863,-46.7211454,0
"860.000",7962,108,2,1,3,1,"condominio montgomery's park","rua barao de campos gerais, 35 . morumbi",1983,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"BUTANTA",-23.6057433,-46.7039037,0
"1.850.000",10000,185,3,1,4,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"530.000",11.777,45,1,1,1,1,"condominio flat service morumby","rua ministro nelson hungria, 600 . morumbi",1983,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,"BUTANTA",-23.6124889,-46.7035588,0
"936.000",8666,108,3,0,1,1,"condominio iramar","rua cubatao, 158 . paraiso",1972,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5736214,-46.6449544,0
"1.300.000",8496,153,4,1,2,2,"condominio silvia haddad","rua maria figueiredo, 471 . paraiso",1971,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5722648,-46.6502414,0
"675.000",9121,74,2,0,1,1,"condominio solarcivitas","rua tomas carvalhal, 347 . paraiso",1972,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,"VILA MARIANA",-23.5779376,-46.6478491,0
"2.699.000",16.357,165,3,1,5,3,"condominio chateau du parc","rua tutoia, 587 . paraiso",2003,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5761172,-46.6505074,0
"3.535.000",20.2,175,4,1,6,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.855.000",11.174,166,4,1,3,2,"condominio embiara","rua sampaio viana 456, paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.250.000",9615,130,2,1,2,1,"ND","rua tomas carvalhal 362, paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"VILA MARIANA",-23.5762893,-46.6449041,0
"4.626.000",15.628,296,3,1,3,4,"ND","rua tomas carvalhal 880, paraiso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"VILA MARIANA",-23.5786554,-46.6493043,0
"1.655.000",10.816,153,3,1,2,2,"condominio silvia haddad","rua maria figueiredo, 471 . paraiso",1971,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5722648,-46.6502414,0
"1.120.000",10000,112,3,1,2,1,"condominio marie","avenida brigadeiro luis antonio, 2759 . paraiso",1973,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5710805,-46.6520609,0
"1.300.000",6280,207,3,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6.200.000",20.129,308,4,1,5,5,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.390.000",10.775,129,3,1,3,1,"condominio mantova","rua teixeira da silva, 426 . paraiso",1971,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,"VILA MARIANA",-23.5714511,-46.6484984,0
"690.000",9200,75,3,1,3,2,"condominio gabriela","rua afonso de freitas, 556 . paraiso",1994,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5762517,-46.6472772,0
"1.120.000",6913,162,3,1,1,1,"condominio teixeira da silva","rua teixeira da silva, 312 . paraiso",1970,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.57078,-46.6477666,0
"4.150.000",24.269,171,3,1,3,3,"condominio park one ibirapuera","rua said aiach, 277 . paraiso",2013,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.578549,-46.6476877,0
"1.862.080",12.716,173,4,1,6,1,"condominio petronius","rua leoncio de carvalho, 254 . paraiso",1971,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5719715,-46.6474293,0
"750.000",10.135,74,3,1,3,2,"condominio gabriela","rua afonso de freitas, 556 . paraiso",1994,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5762517,-46.6472772,0
"450.000",10.714,42,1,1,1,1,"condominio royal ibirapuera park","rua joinville, 55 . paraiso",1988,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5789999,-46.6526857,0
"3.490.000",19.942,175,4,1,6,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"12.300.000",23.745,518,4,1,6,6,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.000.000",10000,200,4,1,6,3,"condominio casa de lancaster","rua carlos steinen, 335 . paraiso",1988,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.576307,-46.6477434,0
"5.760.000",17.668,326,4,1,5,5,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.900.000",10.052,189,4,1,4,2,"condominio ascott","rua otavio nebias, 76 . paraiso",1975,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5727282,-46.6511429,0
"1.600.000",10000,160,4,1,5,2,"condominio chateau de blois","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"760.000",7916,96,2,0,2,0,"condominio diplomata","rua leoncio de carvalho, 67 . paraiso",1970,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5709358,-46.64584,0
"1.069.091",8418,127,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"522.000",14.5,36,1,1,1,1,"condominio ibirapuera park","rua manuel da nobrega, 964 . paraiso",1983,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5746772,-46.6545866,0
"750.000",9615,78,2,0,2,1,"condominio conjunto almirantes","avenida brigadeiro luis antonio, 3183 . paraiso",1968,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"VILA MARIANA",-23.5736168,-46.6551012,0
"980.000",14.046,64,1,1,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.970.000",14.592,135,4,1,5,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.300.000",8965,145,3,1,3,1,"condominio ubirama","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"850.000",9444,90,2,0,2,1,"condominio dona katina","rua abilio soares, 140 . paraiso",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5733935,-46.6431005,0
"700.000",9333,75,2,0,2,1,"condominio apolo","rua mario amaral, 299 . paraiso",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5728411,-46.6486092,0
"3.300.000",14.932,221,4,1,6,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5.300.000",15.868,334,4,1,7,6,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.915.000",16.652,115,3,1,5,3,"condominio henry mancini","rua mario amaral, 432 . paraiso",2008,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.574149,-46.6482948,0
"950.000",9134,104,3,0,2,1,"condominio carmem","rua sampaio viana, 519 . paraiso",1974,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5748196,-46.648641,0
"285.000",8636,33,1,1,1,1,"condominio stella vega","rua salto, 70 . paraiso",2001,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.575537,-46.6563254,0
"930.000",8230,113,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.150.000",10.75,200,3,1,4,3,"condominio laura","rua abilio soares, 593 . paraiso",1984,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"VILA MARIANA",-23.575306,-46.6472907,0
"1.680.000",9333,180,3,1,4,2,"condominio tamarana","rua maria figueiredo, 502 . paraiso",1978,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.572364,-46.6507,0
"850.000",9444,90,3,1,2,1,"condominio maria luiza","rua cubatao, 38 . paraiso",1975,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5725702,-46.6453841,0
"1.200.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"900.000",7317,123,2,0,3,1,"condominio astor luxor","rua afonso de freitas, 143 . paraiso",1970,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,"VILA MARIANA",-23.5749454,-46.6435276,0
"1.170.012",9360,125,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"950.000",7661,124,3,0,2,1,"condominio astor luxor","rua afonso de freitas, 143 . paraiso",1970,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,"VILA MARIANA",-23.5749454,-46.6435276,0
"750.000",10000,75,3,1,3,2,"condominio gabriela","rua afonso de freitas, 556 . paraiso",1994,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5762517,-46.6472772,0
"1.050.000",8750,120,3,1,3,1,"condominio residence","avenida brigadeiro luis antonio, 2819 . paraiso",1970,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5715192,-46.6524614,0
"1.000.000",8928,112,2,1,2,1,"condominio marie","avenida brigadeiro luis antonio, 2759 . paraiso",1973,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5710805,-46.6520609,0
"1.080.000",8437,128,3,1,3,1,"condominio antonio duarte","rua afonso de freitas, 287 . paraiso",1972,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"VILA MARIANA",-23.5755262,-46.6447043,0
"3.180.000",26.5,120,2,1,3,2,"condominio attic urban living","rua salto, 57 . paraiso",2011,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,"VILA MARIANA",-23.5752322,-46.6561827,0
"990.000",7226,137,2,0,2,1,"condominio solar dos manacas","rua abilio soares, 537 . paraiso",1973,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5752841,-46.6466428,0
"1.800.000",10.404,173,3,1,4,1,"condominio petronius","rua leoncio de carvalho, 254 . paraiso",1971,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5719715,-46.6474293,0
"1.050.000",10000,105,3,1,3,2,"condominio xanxere xaxim","rua abilio soares, 666 . paraiso",1971,3,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5752097,-46.6479216,0
"1.290.000",9333,135,3,1,2,1,"condominio samuara","rua abilio soares, 121 . paraiso",1975,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5737951,-46.6428657,0
"2.500.000",8389,298,4,1,5,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4.000.000",12.012,333,4,1,6,5,"condominio mansao dos nobres - bloco i","rua doutor rafael de barros, 387 . paraiso",1976,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5735514,-46.6477737,0
"3.500.000",14.83,236,4,1,6,5,"condominio mansao duke de wellington","rua sampaio viana, 725 . paraiso",1995,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5757676,-46.6503849,0
"2.200.000",11,200,3,1,3,3,"condominio king alexander","alameda santos, 285 . paraiso",1974,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5705896,-46.6477665,0
"890.000",6544,136,3,0,3,1,"condominio brigadeiro","avenida brigadeiro luis antonio, 2851 . paraiso",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5716265,-46.6527846,0
"2.750.000",12.5,220,3,1,4,4,"condominio emilio carlos","rua manuel da nobrega, 1004 . paraiso",1975,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5748255,-46.6547376,0
"1.500.000",15,100,2,0,2,1,"condominio katania","rua mario amaral, 49 . paraiso",1972,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5715506,-46.6505734,0
"1.200.000",9230,130,3,1,3,1,"condominio thalia","rua maria figueiredo, 343 . paraiso",1970,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5714519,-46.6492974,0
"695.000",14.479,48,1,0,1,1,"condominio paulista garden tower","avenida brigadeiro luis antonio, 2791 . paraiso",2004,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5713526,-46.6522627,0
"430.000",11.315,38,1,1,1,1,"condominio soft apartments","avenida brigadeiro luis antonio, 3249 . paraiso",1998,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5742249,-46.6554345,0
"1.100.000",9734,113,3,1,3,2,"condominio fabiana","rua sampaio viana, 167 . paraiso",1981,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5736,-46.6453203,0
"1.780.000",10.289,173,4,1,3,1,"condominio darli","rua afonso de freitas, 392 . paraiso",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5756455,-46.64575,0
"1.300.000",9219,141,3,1,2,1,"condominio sao camilo","rua manuel da nobrega, 627 . paraiso",1972,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5727049,-46.6519982,0
"2.500.000",9615,260,4,1,5,3,"condominio solar castro alves","rua carlos steinen, 399 . paraiso",1974,3,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5770606,-46.6474076,0
"1.481.000",19.233,77,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.100.000",9166,120,3,1,3,1,"condominio cambui","rua maria figueiredo, 111 . paraiso",1971,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5697683,-46.64787,0
"720.000",8372,86,2,0,1,1,"condominio tapajos","rua maria figueiredo, 278 . paraiso",1976,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5706888,-46.6493931,0
"990.000",7615,130,3,0,2,1,"condominio teixeira da silva","rua teixeira da silva, 312 . paraiso",1970,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.57078,-46.6477666,0
"1.800.000",9574,188,3,1,2,2,"condominio ascott","rua otavio nebias, 76 . paraiso",1975,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5727282,-46.6511429,0
"790.000",7181,110,2,1,2,1,"condominio iramar","rua cubatao, 158 . paraiso",1972,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5736214,-46.6449544,0
"1.550.000",8157,190,3,1,3,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4.700.000",27.485,171,4,1,4,3,"condominio park one ibirapuera","rua said aiach, 277 . paraiso",2013,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.578549,-46.6476877,0
"650.000",9154,71,2,0,2,1,"condominio sao joao del rey","rua tutoia, 839 . paraiso",1973,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5783222,-46.6508794,0
"914.000",8088,113,3,1,3,1,"condominio marisa","rua tutoia, 815 . paraiso",1972,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.578156,-46.6508085,0
"1.395.000",8205,170,3,1,3,1,"condominio cascata","rua doutor rafael de barros, 227 . paraiso",1967,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5727939,-46.6463874,0
"450.000",11.25,40,1,1,1,1,"condominio royal ibirapuera park","rua joinville, 55 . paraiso",1988,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5789999,-46.6526857,0
"790.000",8144,97,2,1,3,1,"condominio nathalie","rua abilio soares, 779 . paraiso",1974,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5762837,-46.6487878,0
"3.000.000",10.135,296,4,1,4,4,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.900.000",8918,196,4,1,3,3,"condominio solar dos girassois","rua afonso de freitas, 302 . paraiso",1977,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5752853,-46.6448758,0
"665.000",9357,70,2,0,1,1,"condominio rienze","rua tutoia, 235 . paraiso",1972,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5733744,-46.6517716,0
"1.380.000",10000,138,3,1,3,1,"condominio sarandi","rua afonso de freitas, 303 . paraiso",1973,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5755864,-46.6448616,0
"1.150.000",9583,120,3,1,3,1,"condominio cambui","rua maria figueiredo, 111 . paraiso",1971,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5697683,-46.64787,0
"1.350.000",8437,160,4,1,3,1,"condominio uirapuru","rua manuel da nobrega, 757 . paraiso",1980,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5736122,-46.6527624,0
"1.800.000",11.92,151,3,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.200.000",10.344,116,3,1,3,2,"condominio fabiana","rua sampaio viana, 167 . paraiso",1981,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5736,-46.6453203,0
"1.290.000",11.415,113,3,1,3,1,"condominio marisa","rua tutoia, 815 . paraiso",1972,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.578156,-46.6508085,0
"1.700.000",8994,189,3,1,2,2,"condominio dona paulina","rua doutor rafael de barros, 486 . paraiso",1971,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5734398,-46.6487288,0
"4.788.000",13.68,350,4,1,6,6,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.915.000",10.132,189,3,1,3,2,"condominio mirage","rua sampaio viana, 391 . paraiso",1971,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.574378,-46.6474158,0
"3.100.000",14.832,209,4,1,4,4,"condominio outeiro do parque","rua otavio nebias, 98 . paraiso",1987,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5727957,-46.6511874,0
"2.700.000",15.882,170,3,1,5,2,"condominio lactanea","rua sampaio viana, 238 . paraiso",1974,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.573521,-46.6461139,0
"895.000",6088,147,3,1,2,1,"condominio gait","rua tomas carvalhal, 307 . paraiso",1965,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.576491,-46.6442595,0
"1.100.000",8730,126,3,0,3,1,"condominio samuara","rua abilio soares, 121 . paraiso",1975,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5737951,-46.6428657,0
"1.100.000",9166,120,3,1,2,1,"condominio emilia","rua tomas carvalhal, 780 . paraiso",1973,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"VILA MARIANA",-23.5779313,-46.6486702,0
"930.000",11.481,81,2,1,2,1,"condominio romeu e giulietta","avenida vinte e tres de maio, 2952 . paraiso",1976,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5814077,-46.6506771,0
"1.085.000",10.046,108,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"484.000",15.125,32,1,1,1,1,"condominio port de la villeta","rua carlos steinen, 253 . paraiso",2004,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5757838,-46.6479865,0
"890.000",9175,97,2,1,3,1,"condominio san remo","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"872.000",7927,110,3,1,3,1,"condominio marie","avenida brigadeiro luis antonio, 2759 . paraiso",1973,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5710805,-46.6520609,0
"1.197.000",9500,126,3,1,3,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"800.000",9302,86,3,1,2,1,"condominio antilhas","rua afonso de freitas, 97 . paraiso",1975,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.574729,-46.642897,0
"1.556.000",20.207,77,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.900.000",9500,200,4,1,2,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.800.000",23.333,120,3,1,5,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.196.000",11.96,100,3,1,3,3,"condominio paradise garden","rua sampaio viana, 425 . paraiso",2000,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5743243,-46.6478063,0
"2.100.000",10.606,198,4,1,5,2,"condominio lactanea","rua sampaio viana, 238 . paraiso",1974,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.573521,-46.6461139,0
"1.755.000",8688,202,4,1,3,2,"condominio tatiane","rua doutor rafael de barros, 285 . paraiso",1971,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5730711,-46.6468691,0
"420.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.650.000",9166,180,3,1,3,1,"condominio dona paulina","rua doutor rafael de barros, 486 . paraiso",1971,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"VILA MARIANA",-23.5734398,-46.6487288,0
"788.000",10.944,72,2,1,2,1,"condominio primavera","rua afonso de freitas, 321 . paraiso",1982,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5757197,-46.6450393,0
"950.000",8878,107,3,1,3,1,"condominio rio nilo","rua abilio soares, 951 . paraiso",1975,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,"VILA MARIANA",-23.5771401,-46.6500738,0
