"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"1.270.000",8698,146,3,1,4,1,"condominio urania","rua urano, 304 . aclimacao",1976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5691222,-46.634485,0
"710.000",10.441,68,2,1,2,2,"condominio giacomo puccini","rua baltazar lisboa, 98 . aclimacao",1998,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.5862115,-46.6339984,0
"300.000",7692,39,1,0,1,1,"condominio fernanda","rua bueno de andrade, 456 . aclimacao",1989,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SE",-23.564265,-46.6319202,0
"440.000",10000,44,1,0,1,1,"condominio bruna","rua conselheiro furtado, 1132 . aclimacao",1990,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"SE",-23.5630835,-46.6327673,0
"543.451",5843,93,3,0,2,1,"condominio senador","rua senador felicio dos santos, 230 . aclimacao",1977,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5655434,-46.6343713,0
"450.000",10.975,41,1,0,1,1,"condominio monte paraiso","rua doutor nicolau de sousa queiros, 760 . aclimacao",1999,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5779664,-46.6360378,0
"1.500.000",8241,182,4,1,3,1,"condominio . parque da aclimacao","rua castro alves, 654 . aclimacao",1956,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"SE",-23.5713464,-46.63488,0
"1.800.000",9729,185,3,1,3,3,"condominio santa margherita","rua castro alves, 491 . aclimacao",1992,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,"SE",-23.5693249,-46.6361156,0
"1.190.000",6611,180,3,1,4,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"430.000",7818,55,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.940.000",7760,250,4,1,NA,3,"condominio glen miller","rua castro alves, 910 . aclimacao",1991,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,"SE",-23.572644,-46.6336452,0
"1.400.000",7608,184,4,1,3,3,"ND","rua safira 506, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"SE",-23.5741814,-46.6354618,0
"612.000",12,51,3,0,1,1,"condominio . code aclimacao","rua bueno de andrade, 662 . aclimacao",2016,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"SE",-23.5662563,-46.6312868,0
"630.000",8630,73,1,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"480.000",10.909,44,1,0,1,1,"condominio bruna","rua conselheiro furtado, 1132 . aclimacao",1990,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"SE",-23.5630835,-46.6327673,0
"653.038",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"325.000",8125,40,1,0,1,0,"condominio lohengrin","rua jose getulio, 217 . aclimacao",1966,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5675631,-46.6353815,0
"350.000",8139,43,2,0,1,0,"condominio caetes","rua jose getulio, 130 . aclimacao",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5672655,-46.6360318,0
"401.000",10.025,40,1,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"900.000",8333,108,2,0,2,1,"condominio orquidea","rua da uniao, 420 . aclimacao",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5811736,-46.6300519,0
"2.170.000",8857,245,3,1,NA,4,"ND","avenida engenheiro luiz gomes cardim sangirardi 607, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"VILA MARIANA",-23.5841139,-46.6288681,0
"1.100.000",5978,184,2,1,3,2,"condominio remo","rua gregorio serrao, 219 . aclimacao",1986,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,"VILA MARIANA",-23.5823869,-46.635276,0
"525.000",7500,70,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"650.000",8666,75,2,1,2,2,"condominio pau brasil","rua gaspar lourenco, 231 . aclimacao",1993,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,"VILA MARIANA",-23.5819103,-46.6343983,0
"414.000",12.176,34,1,0,1,1,"condominio mercure apt saint lawrence","rua vergueiro, 1661 . aclimacao",2000,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.5768926,-46.6405314,0
"2.714.000",15.077,180,3,1,4,4,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"622.000",13.822,45,2,1,2,1,"condominio four seasons park","rua loureiro da cruz, 354 . aclimacao",1998,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,"SE",-23.5713688,-46.6338203,0
"420.000",12,35,1,0,1,1,"condominio . code aclimacao","rua bueno de andrade, 662 . aclimacao",2016,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"SE",-23.5662563,-46.6312868,0
"585.000",7992,71,2,0,1,1,"condominio silvia cristina","rua jose getulio, 546 . aclimacao",1981,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5701006,-46.6334306,0
"3.300.000",8461,390,2,1,4,5,"condominio ana lucia","rua castro alves, 601 . aclimacao",1994,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"SE",-23.5701749,-46.6353768,0
"810.000",10.945,74,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.359.276",6381,213,5,0,3,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"380.000",6333,60,1,0,1,0,"condominio eneide","rua pires da mota, 735 . aclimacao",1973,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5682375,-46.6352038,0
"790.000",14.363,55,1,1,1,1,"condominio vn casa topazio","rua topazio, 701 . aclimacao",2016,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5763014,-46.6350121,0
"990.000",14.142,70,2,1,2,2,"condominio latitude aclimacao","rua dona brigida, 265 . aclimacao",2017,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5832841,-46.6296948,0
"450.000",5294,85,2,0,2,0,"condominio piazzia venezia","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"623.000",8900,70,2,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.500.000",9057,276,4,1,6,3,"condominio glen miller","rua castro alves, 910 . aclimacao",1991,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,"SE",-23.572644,-46.6336452,0
"750.000",10000,75,3,1,2,2,"condominio . le jardin aclimacao","rua almeida torres, 212 . aclimacao",2012,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,"SE",-23.568646,-46.627794,0
"560.000",5833,96,3,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.746.671",8031,342,4,1,NA,4,"condominio diamond tower","rua castro alves, 488 . aclimacao",1992,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,"SE",-23.5697871,-46.6363925,0
"3.800.000",10.27,370,4,1,6,4,"condominio santa margherita","rua castro alves, 491 . aclimacao",1992,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,"SE",-23.5693249,-46.6361156,0
"690.000",10.147,68,2,0,1,2,"condominio urano","rua urano, 65 . aclimacao",1982,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"SE",-23.5702089,-46.6363868,0
"900.000",4787,188,3,1,5,2,"condominio jardim sao fernando","rua jose getulio, 578 . aclimacao",1966,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,"SE",-23.5702084,-46.633289,0
"704.000",6834,103,3,1,3,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.000.000",9523,105,3,1,3,1,"condominio marcela","rua loureiro da cruz, 270 . aclimacao",1980,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,"SE",-23.5704746,-46.6342178,0
"700.000",8433,83,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",8152,92,3,0,2,0,"condominio gianicolo","rua paula ney, 457 . aclimacao",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5792682,-46.6346487,0
"902.910",6071,140,2,0,3,1,"condominio santa maria","rua jose getulio, 461 . aclimacao",1954,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5692642,-46.6338027,0
"1.140.715",5703,200,3,1,4,3,"condominio marisa","rua castro alves, 785 . aclimacao",1983,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"SE",-23.5715048,-46.6343781,0
"545.000",6812,80,3,0,2,1,"condominio edificio rodolfo klasing","rua senador felicio dos santos, 212 . aclimacao",1970,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5654177,-46.6342771,0
"1.100.000",5612,196,3,1,2,2,"condominio estrela polar","rua gaspar lourenco, 65 . aclimacao",1975,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5805491,-46.6351939,0
"670.000",6442,104,2,1,3,1,"condominio gomes","rua espirito santo, 218 . aclimacao",1975,5,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,"SE",-23.5684407,-46.6304156,0
"290.000",8529,34,1,0,1,0,"condominio almeida torres","rua almeida torres, 88 . aclimacao",1973,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SE",-23.5679034,-46.6288234,0
"2.500.000",16.778,149,3,1,5,2,"condominio cyrela legacy vila mariana","rua dona carolina, 60 . aclimacao",2017,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5838238,-46.6314971,0
"520.000",6933,75,2,0,1,0,"ND","rua doutor nicolau de sousa queiros 953, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"VILA MARIANA",-23.5762349,-46.6356741,0
"290.000",6304,46,1,0,1,0,"condominio fujiama","rua bueno de andrade, 71 . aclimacao",1978,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"SE",-23.5607497,-46.6312239,0
"1.980.000",9900,200,4,1,3,3,"condominio villa d'este","rua doutor nicolau de sousa queiros, 194 . aclimacao",1989,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.57821,-46.638708,0
"1.285.000",9379,137,3,1,3,1,"condominio residencial aclimacao","rua doutor nicolau de sousa queiros, 297 . aclimacao",1973,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"VILA MARIANA",-23.5788122,-46.6388122,0
"1.100.000",11.34,97,4,1,3,1,"condominio vila do carmo condominio","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"350.000",7446,47,1,0,1,1,"condominio almeida torres","rua almeida torres, 88 . aclimacao",1973,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"SE",-23.5679034,-46.6288234,0
"620.000",7469,83,2,1,2,1,"condominio carpareli","rua nilo, 241 . aclimacao",1967,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"SE",-23.5720897,-46.6369346,0
"850.000",8500,100,3,1,2,1,"condominio luiza margarita","avenida lins de vasconcelos, 3097 . aclimacao",1986,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5881922,-46.6307287,0
"1.490.000",8612,173,3,1,4,3,"condominio residencial paraiso - monte alegre - bloco i","rua do paraiso, 701 . aclimacao",1994,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5746845,-46.6365589,0
"546.000",7378,74,2,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"920.000",5139,179,3,0,3,1,"condominio jose getulio","rua jose getulio, 261 . aclimacao",1968,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5678418,-46.6351159,0
"692.000",9611,72,1,0,1,1,"condominio buriti","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"700.000",9210,76,2,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.990.545",9757,204,4,1,3,5,"ND","avenida engenheiro luiz gomes cardim sangirardi 607, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"VILA MARIANA",-23.5841139,-46.6288681,0
"900.000",765,1175,3,1,2,1,"condominio maristela","rua gregorio serrao, 63 . aclimacao",1976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5812957,-46.6360546,0
"3.200.000",10.126,316,5,1,5,5,"condominio doppio by helbor","rua guimaraes passos, 182 . aclimacao",2015,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5787451,-46.6342205,0
"470.000",10.444,45,1,0,1,0,"condominio himawari","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"650.000",5000,130,3,0,2,0,"ND","rua nilo 230, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SE",-23.571849,-46.637259,0
"478.000",10.863,44,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"890.000",10.348,86,2,0,1,1,"condominio estrela polar","rua gaspar lourenco, 65 . aclimacao",1975,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5805491,-46.6351939,0
"3.800.000",15.079,252,4,1,5,4,"condominio central park","rua guimaraes passos, 260 . aclimacao",2006,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5794559,-46.6336928,0
"1.000.000",12.345,81,3,1,2,2,"condominio sao pedro","rua paula ney, 357 . aclimacao",1996,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5783461,-46.6348426,0
"200.000",4255,47,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"435.000",5649,77,3,0,2,0,"condominio conde de ipanema","rua muniz de sousa, 914 . aclimacao",1984,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5708128,-46.6280521,0
"1.600.000",8888,180,4,1,3,3,"condominio santa margherita","rua castro alves, 491 . aclimacao",1992,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,"SE",-23.5693249,-46.6361156,0
"1.100.000",7333,150,3,1,2,0,"condominio sao judas tadeu","rua topazio, 478 . aclimacao",1952,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5745145,-46.6335609,0
"1.710.170",6840,250,3,1,5,3,"condominio maria beatriz","rua castro alves, 631 . aclimacao",1982,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"SE",-23.5703726,-46.6352006,0
"685.000",5708,120,1,0,2,0,"condominio ana elizabeth","rua apeninos, 990 . aclimacao",1974,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5762096,-46.6397983,0
"485.000",12.125,40,1,0,1,1,"condominio camboriu","avenida armando ferrentini, 563 . aclimacao",1979,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5757478,-46.6358439,0
"650.000",19.696,33,1,1,1,1,"condominio vn casa topazio","rua topazio, 701 . aclimacao",2016,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,"VILA MARIANA",-23.5763014,-46.6350121,0
"408.480",7166,57,1,0,1,0,"condominio vinicius","rua pires da mota, 514 . aclimacao",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5667222,-46.6336882,0
"750.000",10.714,70,1,0,1,1,"condominio turandot","rua dona avelina, 118 . aclimacao",1988,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,"VILA MARIANA",-23.5866898,-46.6323454,0
"850.000",12.5,68,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"576.006",6329,91,2,0,1,1,"condominio arauto","rua baturite, 54 . aclimacao",1972,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5690347,-46.6278436,0
"593.865",5998,99,2,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"328.000",8200,40,1,0,1,1,"condominio fernanda","rua bueno de andrade, 456 . aclimacao",1989,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SE",-23.564265,-46.6319202,0
"790.000",9404,84,2,0,1,1,"condominio gardenia","rua dona brigida, 197 . aclimacao",1971,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.582764,-46.6297539,0
"300.000",7894,38,1,0,1,0,"condominio fujiama","rua bueno de andrade, 71 . aclimacao",1978,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,"SE",-23.5607497,-46.6312239,0
"449.900",7756,58,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.285.000",10.28,125,3,1,NA,3,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.050.000",15.298,134,3,1,2,2,"condominio terrazzo di mariana","rua doutor pinto ferraz, 98 . aclimacao",2007,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.589348,-46.6325959,0
"480.000",6400,75,2,0,2,0,"condominio lucia","rua gregorio serrao, 49 . aclimacao",1966,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"VILA MARIANA",-23.5810392,-46.6362325,0
"397.000",10.447,38,1,0,1,1,"condominio barbara","avenida lins de vasconcelos, 3310 . aclimacao",1980,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5886666,-46.6327725,0
"470.000",4272,110,2,0,1,0,"ND","rua tamandare 205, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"SE",-23.5613437,-46.6325584,0
"320.000",6530,49,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",12.5,60,1,0,1,2,"condominio bivona","rua castro alves, 373 . aclimacao",2002,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,"SE",-23.5684904,-46.6369158,0
"600.000",7228,83,2,0,2,0,"condominio sao jose","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"749.000",8609,87,2,0,2,1,"condominio lafer","rua domingos de morais, 1457 . aclimacao",1970,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"VILA MARIANA",-23.5890328,-46.6351883,0
"550.000",6875,80,3,0,3,1,"condominio antonio jose pinto","rua paulo orozimbo, 1162 . aclimacao",1981,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5777323,-46.6266964,0
"449.000",7877,57,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"425.500",6446,66,2,0,1,0,"condominio sandra","rua baltazar lisboa, 125 . aclimacao",1975,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"VILA MARIANA",-23.5858287,-46.6339051,0
"3.700.000",11.708,316,5,1,5,5,"condominio doppio by helbor","rua guimaraes passos, 182 . aclimacao",2015,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,"VILA MARIANA",-23.5787451,-46.6342205,0
"1.250.000",6944,180,3,0,2,1,"condominio elza ayrosa disessa","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"425.000",6071,70,2,0,1,0,"ND","rua almeida torres 108, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"SE",-23.5679696,-46.6286315,0
"599.000",5445,110,2,0,2,0,"condominio saturno","rua saturno, 113 . aclimacao",1956,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5700068,-46.6344019,0
"599.000",4991,120,3,0,2,2,"condominio aracati","rua espirito santo, 206 . aclimacao",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5685866,-46.6305351,0
"400.000",5797,69,2,0,1,0,"condominio maria stuart","rua conselheiro furtado, 1114 . aclimacao",1971,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,"SE",-23.5628762,-46.6329578,0
"470.000",6266,75,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"950.000",9313,102,3,1,3,1,"condominio maria & josephina","rua correia dias, 476 . aclimacao",1978,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5769688,-46.6384991,0
"550.000",5612,98,2,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"440.000",10.476,42,1,0,1,1,"condominio maria antonieta","rua apeninos, 471 . aclimacao",1989,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,"SE",-23.5716107,-46.6388375,0
"600.000",15.789,38,1,0,1,1,"condominio haus mitre vila mariana","rua paula ney, 428 . aclimacao",2021,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,"VILA MARIANA",-23.5792042,-46.6350378,0
"620.000",12.4,50,1,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"400.000",12.5,32,1,0,1,0,"condominio hello vila mariana","rua gaspar lourenco, 260 . aclimacao",2021,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,"VILA MARIANA",-23.5822187,-46.6344025,0
"950.000",8558,111,2,1,3,0,"condominio sao judas tadeu","rua topazio, 478 . aclimacao",1952,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5745145,-46.6335609,0
"375.000",8522,44,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.133.209",10.69,106,3,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2.800.000",10.181,275,4,1,5,5,"condominio vila dos eucaliptos","rua artur saboia, 115 . aclimacao",1995,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"VILA MARIANA",-23.575474,-46.6373332,0
"407.804",6911,59,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"410.000",14.192,26,1,0,1,0,"condominio haus mitre vila mariana","rua paula ney, 428 . aclimacao",2021,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,"VILA MARIANA",-23.5792042,-46.6350378,0
"500.000",12.82,39,1,0,1,1,"condominio . you aclimacao","rua paulo orozimbo, 715 . aclimacao",2013,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,"SE",-23.5739261,-46.6252499,0
"300.000",6666,45,1,0,1,1,"condominio fernanda","rua bueno de andrade, 456 . aclimacao",1989,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"SE",-23.564265,-46.6319202,0
"1.700.000",10000,170,4,1,3,3,"condominio monte verde","rua do paraiso, 719 . aclimacao",1993,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5745979,-46.636275,0
"5.500.000",13.853,397,4,1,6,5,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"965.000",8772,110,3,1,2,2,"condominio rochester","avenida da aclimacao, 193 . aclimacao",1977,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,"SE",-23.5683482,-46.6330482,0
"1.150.000",8455,136,4,1,4,2,"condominio saint paul de vence","rua bartolomeu de gusmao, 452 . aclimacao",1992,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,"VILA MARIANA",-23.5870405,-46.6317352,0
"1.225.000",18.442,61,2,1,2,1,"condominio . you prime aclimacao","rua paula ney, 119 . aclimacao",2017,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"VILA MARIANA",-23.5766556,-46.6342511,0
"1.140.000",14.43,79,2,0,2,0,"ND","rua aruja 40, aclimacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"VILA MARIANA",-23.5760191,-46.6390779,0
"1.472.000",10.514,140,3,1,5,3,"condominio monte verde","rua do paraiso, 719 . aclimacao",1993,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5745979,-46.636275,0
"481.505",10.7,45,1,0,1,0,"condominio la vestale","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"508.198",5293,96,2,0,2,1,"condominio senador","rua senador felicio dos santos, 230 . aclimacao",1977,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5655434,-46.6343713,0
